Cost of Living Index,mortgage_rate,date,nielsen_rank,hotness_rank,hotness_rank_yy,supply_score,demand_score,median_days_on_market_yy,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price_yy,city_name,state_abb,city_state,tax_rank,Effective_Total_Tax_Med_US_Household,Annual_Total_Tax_Med_US_Household,Per_Diff_State_US_Avg,Annual_Total_Tax_State_Household,Adjusted_Overall_Rank
84.1,2.36,2021-04-01,742,1309,-185,23.08180089,23.90615092,-0.348717949,0.863636364,0.6721,0.169787234,wheeling,wv,wheeling_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
84.3,2.36,2021-04-01,877,578,-356,32.97400127,86.23969562,-0.093220339,1.58974359,1.6557,-0.140371688,huntington,wv,huntington_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
92.7,2.36,2021-04-01,1070,258,466,62.20672162,86.049461,-0.568047337,2.060606061,1.6557,-0.043478261,san antonio,tx,san antonio_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
108.7,2.36,2021-04-01,684,30,-22,93.53202283,95.56119214,-0.517647059,1.254237288,2.1803,0.204964539,yuba city,ca,yuba city_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
86.6,2.36,2021-04-01,550,563,173,47.81230184,72.47939125,-0.534759358,1.189189189,1.3279,0.186227804,salem,oh,salem_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
88.5,2.36,2021-04-01,730,761,382,59.92390615,44.19784401,-0.519230769,2.352941176,0.9344,0.077475728,montgomery,al,montgomery_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
88.2,2.36,2021-04-01,542,348,184,78.88395688,59.98731769,-0.520325203,1.653846154,1.1311,0.161217865,amarillo,tx,amarillo_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.36,2021-04-01,1261,1502,-35,14.01395054,3.994927077,-0.18134715,0.8,0.2951,0.13353566,breckenridge,co,breckenridge_co,9,8.54%,"$5,396 ",-20.98%,"$6,611 ",13
95.5,2.36,2021-04-01,399,699,215,45.84654407,62.90424857,-0.315384615,2.944444444,1.1639,0.17820324,homosassa springs,fl,homosassa springs_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
,2.36,2021-04-01,932,1283,-104,37.92010146,13.12618897,-0.253731343,1.583333333,0.5082,0.082857592,enterprise,al,enterprise_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
,2.36,2021-04-01,839,1065,-405,12.42866202,65.06024096,0.085526316,1.433333333,1.1967,0.121495327,fairmont,wv,fairmont_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
106.6,2.36,2021-04-01,371,78,335,92.58084971,84.90805327,-0.578431373,3.260869565,1.6066,0.172431542,austin,tx,austin_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.36,2021-04-01,1146,1011,463,37.92010146,44.83195942,-0.62962963,3.384615385,0.9344,0.247751085,kill devil hills,nc,kill devil hills_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
99.8,2.36,2021-04-01,734,407,368,53.3291059,80.4692454,-0.539772727,1.84375,1.4918,0.166416262,durham,nc,durham_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
91,2.36,2021-04-01,313,1424,-259,22.89156627,8.497146481,-0.065693431,0.923076923,0.4098,0.144047619,tuscaloosa,al,tuscaloosa_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
116.5,2.36,2021-04-01,62,1064,-304,72.35256817,5.199746354,-0.219512195,0.666666667,0.3279,0.116905454,portland,or,portland_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
,2.36,2021-04-01,1233,1348,168,13.50665821,29.23272036,-0.428571429,2.833333333,0.7541,-0.094285714,brookhaven,ms,brookhaven_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
,2.36,2021-04-01,1139,957,-98,35.76410907,51.29993659,-0.308724832,1.695652174,1.0164,0.439688716,harrison,ar,harrison_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
,2.36,2021-04-01,930,485,-96,39.31515536,86.87381103,-0.363636364,0.672131148,1.6721,0.161488673,ashland,oh,ashland_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
91.1,2.36,2021-04-01,545,1310,-94,31.76918199,15.15535828,-0.282894737,1.357142857,0.541,0.182961749,baton rouge,la,baton rouge_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
95.8,2.36,2021-04-01,3,1269,-179,50.79264426,1.838934686,-0.229357798,1.4,0.1967,0.176595927,houston,tx,houston_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
86,2.36,2021-04-01,862,128,212,73.87444515,94.54660748,-0.565517241,1.327272727,2.0984,0.275137569,kingsport,tn,kingsport_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
,2.36,2021-04-01,1090,292,168,59.92390615,85.09828789,-0.409448819,2.3,1.623,0.167964405,astoria,or,astoria_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
,2.36,2021-04-01,1046,1418,-251,26.56943564,5.580215599,-0.099236641,0.75,0.3443,-0.339911062,paragould,ar,paragould_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
,2.36,2021-04-01,1368,1456,-82,11.85795815,14.71147749,-0.050847458,1.538461538,0.541,-0.030294608,vidalia,ga,vidalia_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.36,2021-04-01,1076,1347,143,32.59353202,10.20925808,-0.422459893,3,0.459,-0.025953721,fort leonard wood,mo,fort leonard wood_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
93.2,2.36,2021-04-01,664,822,175,37.92010146,61.12872543,-0.476439791,1.8,1.1475,0.316892454,detroit,mi,detroit_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
81.2,2.36,2021-04-01,1025,1504,-22,4.502219404,12.99936588,-0.101587302,1.214285714,0.5082,0.101321586,bluefield,wv,bluefield_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
,2.36,2021-04-01,1167,235,601,54.66074826,97.08306912,-0.772727273,1.93877551,2.3607,0.096219244,newport,tn,newport_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
103.3,2.36,2021-04-01,717,687,69,78.88395688,30.75459734,-0.421568627,1.9375,0.7705,0.20003008,centralia,wa,centralia_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
,2.36,2021-04-01,1179,788,200,86.81039949,15.02853519,-0.7,0.434782609,0.541,-0.037783375,fort madison,ia,fort madison_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
,2.36,2021-04-01,1310,598,317,35.12999366,82.87888396,-0.418994413,2.518518519,1.5574,0.03261849,arcadia,fl,arcadia_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
91.6,2.36,2021-04-01,109,990,-223,52.37793278,31.89600507,-0.364341085,1.238095238,0.7705,0.076095269,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
97.9,2.36,2021-04-01,761,1171,-201,44.13443247,21.11604312,-0.305343511,1.294117647,0.6393,0.212579977,hermiston,or,hermiston_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
128,2.36,2021-04-01,205,1556,-1003,1.458465441,2.473050095,24.23333333,0,0.2295,0.014786895,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
103.4,2.36,2021-04-01,158,217,169,81.73747622,73.87444515,-0.504347826,1.928571429,1.3443,0.203522287,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
94.7,2.36,2021-04-01,455,1021,297,39.75903614,42.10526316,-0.448863636,2.928571429,0.9016,0.064304087,myrtle beach,sc,myrtle beach_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
102.2,2.36,2021-04-01,708,1036,310,25.68167406,54.59733672,-0.402985075,3.266666667,1.0492,0.209840032,morehead city,nc,morehead city_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
89.6,2.36,2021-04-01,636,1100,18,44.13443247,28.72542803,-0.376712329,1.8125,0.7377,0.166395916,rome,ga,rome_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
100.1,2.36,2021-04-01,57,945,-198,70.51363348,17.62840837,-0.333333333,1.333333333,0.5738,0.201503395,chicago,il,chicago_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
99,2.36,2021-04-01,704,760,150,44.13443247,60.11414077,-0.294573643,2.833333333,1.1311,0.387123445,jacksonville,fl,jacksonville_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
,2.36,2021-04-01,1015,73,170,82.49841471,95.94166138,-0.544715447,2.261904762,2.2459,0.38593482,bellefontaine,oh,bellefontaine_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.36,2021-04-01,1051,151,863,82.49841471,81.48383006,-0.751111111,2.444444444,1.5246,-0.034237288,huntingdon,pa,huntingdon_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
116.5,2.36,2021-04-01,431,188,358,89.22003805,69.37222575,-0.657342657,1.516129032,1.2787,0.343137255,eureka,ca,eureka_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
,2.36,2021-04-01,982,881,563,48.95370958,45.46607483,-0.547368421,4.272727273,0.9508,0.132175227,madisonville,ky,madisonville_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
,2.36,2021-04-01,1297,862,417,45.84654407,49.96829423,-0.609649123,2.210526316,1,0.13042028,merrill,wi,merrill_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
86.1,2.36,2021-04-01,672,1464,54,14.07736208,11.73113507,-0.35,1.9,0.4754,0.233333333,opelousas,la,opelousas_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
87.5,2.36,2021-04-01,448,56,10,86.81039949,96.13189601,-0.5,1.58490566,2.2459,0.674732434,springfield,oh,springfield_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.36,2021-04-01,907,1197,-782,1.712111604,60.87507926,4.166666667,0.707317073,1.1475,0.308928571,tiffin,oh,tiffin_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
84.6,2.36,2021-04-01,1225,1294,-210,5.897273304,43.62714014,0.113744076,1.375,0.9344,-0.032077693,london,ky,london_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
90.9,2.36,2021-04-01,327,281,-204,56.56309448,89.22003805,-0.103448276,1.944444444,1.7377,0.091732729,racine,wi,racine_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
,2.36,2021-04-01,991,497,-95,73.87444515,51.36334813,-0.55,0.58974359,1.0164,2.639563107,new castle,in,new castle_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
,2.36,2021-04-01,1260,1441,-465,6.214331008,22.6379201,0.4375,0.818181818,0.6557,0.158506516,jackson,oh,jackson_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.36,2021-04-01,1084,951,-121,21.55992391,66.26506024,0.169642857,3.411764706,1.2295,0.661876585,moultrie,ga,moultrie_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
93.1,2.36,2021-04-01,292,743,166,37.92010146,67.72352568,-0.386503067,2.166666667,1.2459,0.211427301,pittsburgh,pa,pittsburgh_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
95.1,2.36,2021-04-01,134,771,-107,42.73937857,60.36778694,-0.429447853,1.090909091,1.1311,0.167464115,syracuse,ny,syracuse_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
95.8,2.36,2021-04-01,131,1139,-13,62.20672162,7.03868104,-0.353982301,2.285714286,0.377,0.063724708,houston,tx,houston_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
113.2,2.36,2021-04-01,71,103,-5,95.37095751,77.48890298,-0.595505618,1.485714286,1.4262,0.063172553,worcester,ma,worcester_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
,2.36,2021-04-01,1162,107,208,75.20608751,96.8928345,-0.5,2.944444444,2.3279,0.303343382,gainesville,tx,gainesville_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
103.2,2.36,2021-04-01,881,1001,364,40.51997464,42.99302473,-0.472527473,3.307692308,0.918,0.212185511,salisbury,md,salisbury_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
87.2,2.36,2021-04-01,360,1555,-84,0.443880786,3.931515536,2.42159383,0.2,0.2951,0.017818182,davenport,ia,davenport_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
99.2,2.36,2021-04-01,607,1417,-1141,13.12618897,19.08687381,0.78021978,0.48,0.6066,0.197308483,richmond,va,richmond_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
120.1,2.36,2021-04-01,1044,1009,-501,57.70450222,25.1109702,-0.347457627,0.68,0.6885,0.302771267,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
98.5,2.36,2021-04-01,710,49,361,92.13696893,92.89790742,-0.614035088,3.407407407,1.9508,0.166403696,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
90,2.36,2021-04-01,216,196,269,72.35256817,85.16169943,-0.549295775,1.828571429,1.623,0.235110533,cleveland,oh,cleveland_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
84.3,2.36,2021-04-01,828,1361,-242,13.82371592,27.33037413,-0.257009346,0.913043478,0.7213,-0.197267979,huntington,wv,huntington_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
,2.36,2021-04-01,1017,371,171,57.70450222,78.7571338,-0.547058824,0.977777778,1.459,0.19310468,jacksonville,tx,jacksonville_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.36,2021-04-01,1193,1482,75,2.853519341,19.8478123,-0.293877551,2.8,0.623,0.121005917,sault ste. marie,mi,sault ste. marie_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
89.6,2.36,2021-04-01,758,997,161,60.81166772,22.95497781,-0.439393939,2.333333333,0.6557,0.093240093,manhattan,ks,manhattan_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
106.5,2.36,2021-04-01,416,595,-136,38.49080533,79.64489537,-0.282608696,1.647058824,1.4754,0.126566416,springfield,ma,springfield_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
120.1,2.36,2021-04-01,235,1145,-1091,65.56753329,3.107165504,0.37254902,-0.484848485,0.2787,-0.372104405,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
95,2.36,2021-04-01,1255,216,422,92.13696893,63.53836398,-0.614035088,2.428571429,1.1803,0.230287875,athens,ga,athens_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
86.6,2.36,2021-04-01,1007,506,709,41.0906785,83.44958782,-0.607438017,3.571428571,1.5738,0.208529214,marinette,wi,marinette_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
84.9,2.36,2021-04-01,651,439,-87,45.84654407,84.52758402,-0.25210084,2.161290323,1.6066,0.259763746,kokomo,in,kokomo_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
90.2,2.36,2021-04-01,429,97,-23,78.88395688,95.11731135,-0.329545455,2.513513514,2.1311,0.002532238,indianapolis,in,indianapolis_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
84.6,2.36,2021-04-01,1263,1224,-362,18.32593532,39.75903614,-0.431451613,0.5,0.8852,0.179413867,london,ky,london_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
128,2.36,2021-04-01,12,1533,-189,8.814204185,0,0.292517007,-0.2,0.0656,-0.158195489,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
99.7,2.36,2021-04-01,435,570,10,65.56753329,54.28027901,-0.385964912,1.909090909,1.0492,0.037217488,hagerstown,md,hagerstown_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
,2.36,2021-04-01,1198,1474,59,11.03360812,12.8725428,-0.455974843,1.583333333,0.5082,0.09375,logan,wv,logan_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
,2.36,2021-04-01,1363,1541,14,3.804692454,4.185161699,-0.040752351,1.375,0.3115,0.229050279,camden,ar,camden_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
132.6,2.36,2021-04-01,76,55,-10,96.70259987,86.62016487,-0.644444444,1.195652174,1.6557,8.25e-05,boston,ma,boston_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
95.2,2.36,2021-04-01,611,64,191,99.36588459,81.61065314,-0.714285714,3.227272727,1.5246,0.54541055,logan,ut,logan_ut,7,8.34%,"$5,274 ",-22.76%,"$6,194 ",9
90,2.36,2021-04-01,860,1168,76,53.3291059,12.11160431,-0.537142857,0.764705882,0.4918,0.202406015,gallup,nm,gallup_nm,20,10.54%,"$6,663 ",-2.42%,"$5,257 ",20
100.3,2.36,2021-04-01,631,670,89,90.86873811,20.41851617,-0.471264368,1.923076923,0.623,0.19985961,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.36,2021-04-01,1075,950,67,17.94546607,69.87951807,-0.10625,2.761904762,1.2951,0.048862679,jasper,in,jasper_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
86.3,2.36,2021-04-01,683,597,249,77.55231452,40.51997464,-0.512195122,1.842105263,0.8852,-0.04644209,stillwater,ok,stillwater_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
109.5,2.36,2021-04-01,584,823,415,55.61192137,43.31008244,-0.543352601,2.5,0.918,0.292828283,ocean city,nj,ocean city_nj,42,12.84%,"$8,117 ",18.88%,"$11,906 ",48
101.4,2.36,2021-04-01,34,778,-306,54.66074826,48.19277108,-0.266055046,1.565217391,0.9672,-0.034457415,orlando,fl,orlando_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
132.6,2.36,2021-04-01,91,229,-135,93.97590361,58.65567533,-0.56043956,0.810810811,1.0984,0.040151684,boston,ma,boston_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
92.3,2.36,2021-04-01,718,377,-11,56.56309448,79.39124921,-0.395348837,1.571428571,1.4754,0.055009484,warsaw,in,warsaw_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
116.5,2.36,2021-04-01,626,488,43,86.81039949,39.06150919,-0.413793103,1.944444444,0.8689,0.12804878,portland,or,portland_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
88.8,2.36,2021-04-01,228,752,-49,80.4692454,24.54026633,-0.376344086,1.733333333,0.6721,0.304061224,lubbock,tx,lubbock_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
86,2.36,2021-04-01,375,218,126,57.70450222,97.59036145,-0.393700787,3.285714286,2.459,0.077333333,kingsport,tn,kingsport_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
100.1,2.36,2021-04-01,278,1476,-67,11.54090044,11.98478123,-0.114583333,1.416666667,0.4754,0.125512295,albany,ny,albany_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
91.6,2.36,2021-04-01,1267,388,-102,57.70450222,77.55231452,-0.3984375,1.095238095,1.4426,0.023900856,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
89,2.36,2021-04-01,491,1008,181,48.95370958,33.92517438,-0.434210526,2.266666667,0.8033,0.200300075,hammond,la,hammond_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
92.7,2.36,2021-04-01,488,432,357,56.56309448,74.8890298,-0.380952381,3.15,1.3607,0.329703462,san antonio,tx,san antonio_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
98.9,2.36,2021-04-01,224,176,44,85.03487635,74.95244134,-0.518181818,1.441176471,1.3607,-0.002735602,allentown,pa,allentown_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
86.3,2.36,2021-04-01,1040,1056,-40,16.29676601,61.82625238,-0.125,2.227272727,1.1639,0.391127863,texarkana,tx,texarkana_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
89.6,2.36,2021-04-01,829,1047,-38,12.42866202,66.58211795,-0.0625,2.260869565,1.2295,0.40073609,nacogdoches,tx,nacogdoches_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
87.2,2.36,2021-04-01,232,393,-57,62.20672162,72.85986049,-0.336363636,1.892857143,1.3279,-0.023230879,rockford,il,rockford_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.36,2021-04-01,1202,1448,-26,5.453392517,22.51109702,0.255,2.076923077,0.6557,0.290446841,valley,al,valley_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
93.1,2.36,2021-04-01,543,930,144,44.89537096,44.76854788,-0.338235294,2.8,0.9344,0.197577389,sebring,fl,sebring_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
87.4,2.36,2021-04-01,698,1307,5,27.58402029,19.91122384,-0.283950617,1.923076923,0.623,0.090633525,talladega,al,talladega_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
,2.36,2021-04-01,1353,737,142,21.55992391,84.40076094,-0.469635628,1.8,1.6066,-0.177876598,new ulm,mn,new ulm_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
128,2.36,2021-04-01,52,1558,-959,1.902346227,1.458465441,19.51724138,-0.153846154,0.1803,-0.081329562,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
,2.36,2021-04-01,1351,472,148,39.75903614,87.4445149,-0.408536585,1.861111111,1.6885,0.071837026,louisville/jefferson county,ky,louisville/jefferson county_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
,2.36,2021-04-01,1274,636,-50,25.68167406,89.28344959,-0.289940828,1.675,1.7541,0.263979743,dayton,tn,dayton_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
89.8,2.36,2021-04-01,354,584,-43,53.3291059,65.31388713,-0.289473684,2.173913043,1.1967,0.127819549,greenville,nc,greenville_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
100.3,2.36,2021-04-01,83,611,-66,88.07863031,28.97907419,-0.425287356,1.647058824,0.7377,0.116220159,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.36,2021-04-01,1089,821,533,35.76410907,63.34812936,-0.536036036,3.5,1.1803,0.207039337,coldwater,mi,coldwater_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.36,2021-04-01,1068,705,-657,15.91629677,92.58084971,0.568421053,1.185185185,1.9344,0.112307692,laramie,wy,laramie_wy,5,8.05%,"$5,086 ",-25.51%,"$5,178 ",8
,2.36,2021-04-01,1253,1323,-86,17.0577045,28.53519341,-0.198895028,1.5,0.7377,0.298009887,sheridan,wy,sheridan_wy,5,8.05%,"$5,086 ",-25.51%,"$5,178 ",8
,2.36,2021-04-01,1366,1512,-53,5.64362714,9.511731135,0.180487805,1.25,0.4426,0.358695652,bastrop,la,bastrop_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
88.9,2.36,2021-04-01,614,182,107,80.4692454,78.69372226,-0.512605042,1.542857143,1.459,0.172206506,new philadelphia,oh,new philadelphia_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
92.9,2.36,2021-04-01,383,970,-656,44.89537096,40.90044388,-0.090909091,1.16,0.8852,0.182073972,omaha,ne,omaha_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
84.7,2.36,2021-04-01,624,1187,-138,19.27710843,44.38807863,-0.183431953,1.714285714,0.9344,-0.043591412,parkersburg,wv,parkersburg_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
88.3,2.36,2021-04-01,903,646,-35,43.5637286,70.57704502,-0.338129496,1.857142857,1.3115,0.316402116,rocky mount,nc,rocky mount_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
108.4,2.36,2021-04-01,174,883,-370,57.70450222,36.52504756,-0.0375,2,0.8361,0.13280761,eugene,or,eugene_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
88.1,2.36,2021-04-01,456,74,35,81.73747622,96.57577679,-0.457142857,2.111111111,2.2951,0.210225241,johnson city,tn,johnson city_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
82.6,2.36,2021-04-01,749,1257,-927,11.22384274,42.54914394,0.219858156,0.191489362,0.918,0.393483709,weirton,wv,weirton_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
89,2.36,2021-04-01,373,1383,-253,5.389980977,31.70577045,0.532934132,1.473684211,0.7705,-0.156599553,bloomington,il,bloomington_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
90.7,2.36,2021-04-01,524,915,-203,60.81166772,29.80342422,-0.333333333,1.421052632,0.7541,0.064242653,san angelo,tx,san angelo_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.36,2021-04-01,780,810,30,32.97400127,66.77235257,-0.424731183,1.419354839,1.2295,-0.137868316,baraboo,wi,baraboo_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
87.1,2.36,2021-04-01,788,978,363,8.814204185,76.47431833,-0.381107492,3.526315789,1.4098,0.118304885,danville,va,danville_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
91.6,2.36,2021-04-01,504,35,113,98.9220038,89.53709575,-0.778846154,1.918918919,1.7705,-0.089701493,lawrence,ks,lawrence_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
,2.36,2021-04-01,887,386,487,76.22067216,59.2263792,-0.567375887,2.238095238,1.1148,0.353950954,payson,az,payson_az,16,9.52%,"$6,021 ",-11.83%,"$5,814 ",14
92.9,2.36,2021-04-01,474,553,-133,64.23589093,56.75332911,-0.323809524,1.75,1.082,0.235090034,albuquerque,nm,albuquerque_nm,20,10.54%,"$6,663 ",-2.42%,"$5,257 ",20
128,2.36,2021-04-01,107,513,299,81.73747622,42.29549778,-0.558139535,1.75,0.9016,0.069738369,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
86.7,2.36,2021-04-01,1161,355,-78,80.4692454,57.64109068,-0.452830189,1.233333333,1.0984,-0.139705882,tulsa,ok,tulsa_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
98.9,2.36,2021-04-01,782,213,818,72.35256817,83.70323399,-0.64640884,3.173913043,1.5738,0.34973262,allentown,pa,allentown_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
107.5,2.36,2021-04-01,288,1134,-273,50.79264426,19.15028535,-0.20754717,1.642857143,0.6066,0.136648083,medford,or,medford_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
99.7,2.36,2021-04-01,831,241,76,69.3088142,81.5472416,-0.361904762,2.444444444,1.5246,0.266952095,raleigh,nc,raleigh_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
111.5,2.36,2021-04-01,963,60,232,83.57641091,98.03424223,-0.563492063,3,2.5574,0.405509908,providence,ri,providence_ri,41,12.82%,"$8,103 ",18.67%,"$9,063 ",50
98.5,2.36,2021-04-01,85,131,217,88.07863031,79.77171845,-0.473684211,2.913043478,1.4754,0.125296131,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
