city,state,month,year,supply_score,demand_score,median_listing_price_yy,median_days_on_market_yy,unique_viewers_per_property_yy,mortgage_rate,date,date_month_num,hotness_rank_yy,hotness_rank,class,city_state,latitude,longitude
albuquerque,nm,July,2021,31.83259353,27.64743183,0.2173913039999999,-0.430463576,0.461538462,2.18,2021-07-01,7,-48,1237,1,"albuquerque, nm",35.0936,-106.6423
columbus,in,July,2021,62.84083703,56.49968294,0.115618661,-0.218390805,0.078431373,2.18,2021-07-01,7,-384,525,0,"columbus, in",39.205507,-85.931745
jefferson city,mo,July,2021,74.69879518,89.53709575,0.020942408,-0.495798319,0.574074074,2.18,2021-07-01,7,232,145,0,"jefferson city, mo",38.546212,-92.152462
shawnee,ok,July,2021,50.15852885,25.99873177,0.049789455,-0.229166667,0.275862069,2.18,2021-07-01,7,-424,1080,3,"shawnee, ok",35.34907,-96.931321
pine bluff,ar,July,2021,45.97336715,19.65757768,0.14893617,-0.6806722690000001,1.0625,2.18,2021-07-01,7,343,1171,1,"pine bluff, ar",34.215405,-91.995812
worcester,ma,July,2021,92.26379201,62.58719087,0.069176175,-0.516483516,0.1372549019999999,2.18,2021-07-01,7,-54,214,0,"worcester, ma",42.2621,-71.8034
sherman,tx,July,2021,58.14838301,66.45529486,0.361667356,-0.401709402,0.452380952,2.18,2021-07-01,7,93,456,2,"sherman, tx",33.643525,-96.607521
menomonie,wi,July,2021,50.15852885,30.88142042,0.100040016,-0.1956521739999999,0.142857143,2.18,2021-07-01,7,-608,1039,3,"menomonie, wi",44.87182,-91.92651
branson,mo,July,2021,53.96322131,53.64616360000001,0.49360742,-0.660377358,1.208333333,2.18,2021-07-01,7,693,676,2,"branson, mo",36.643611,-93.218333
hilo,hi,July,2021,16.7406468,40.90044388,0.193058568,-0.532110092,1.5,2.18,2021-07-01,7,193,1256,1,"hilo, hi",19.702522,-155.093921
la crosse,wi,July,2021,96.70259987,78.37666455,0.029676996,-0.56097561,0.543478261,2.18,2021-07-01,7,79,79,0,"la crosse, wi",43.798938,-91.217494
huntsville,al,July,2021,93.97590361,85.28852251,0.197320159,-0.6,2.16,2.18,2021-07-01,7,814,60,0,"huntsville, al",34.726866,-86.567318
kankakee,il,July,2021,45.97336715,58.97273304,0.061486864,-0.396825397,0.5555555560000001,2.18,2021-07-01,7,75,704,2,"kankakee, il",41.116582,-87.869607
cumberland,md,July,2021,26.506024100000005,57.89473684,0.481474427,-0.558823529,0.696969697,2.18,2021-07-01,7,183,995,2,"cumberland, md",39.6504,-78.7574
nashville,tn,July,2021,96.70259987,27.14013951,0.078450601,-0.4375,0.947368421,2.18,2021-07-01,7,199,468,3,"nashville, tn",36.167028,-86.778441
clearlake,ca,July,2021,45.97336715,9.194673431,0.303951368,-0.5476190479999999,0.0,2.18,2021-07-01,7,16,1276,1,"clearlake, ca",38.957138,-122.636089
joplin,mo,July,2021,70.7038681,31.83259353,0.032056294,-0.326086957,0.25,2.18,2021-07-01,7,-256,748,3,"joplin, mo",37.096858,-94.505144
meadville,pa,July,2021,26.506024100000005,76.98161065,0.067378252,-0.379310345,0.666666667,2.18,2021-07-01,7,71,732,2,"meadville, pa",41.633847,-80.148787
mount vernon,il,July,2021,0.824350032,1.838934686,-0.037064492,1.478873239,0.090909091,2.18,2021-07-01,7,2,1559,1,"mount vernon, il",38.317014,-88.910525
jackson,wy,July,2021,16.7406468,73.49397590000001,0.6707520889999999,-0.569620253,0.763157895,2.18,2021-07-01,7,198,932,2,"jackson, wy",43.460734,-110.766277
williamsport,pa,July,2021,91.05897273,83.70323399,0.12257661,-0.577981651,0.7111111109999999,2.18,2021-07-01,7,335,80,0,"williamsport, pa",41.247217,-77.020571
midland,mi,July,2021,78.31325301,62.016487,0.0026067779999999,-0.389473684,0.1836734689999999,2.18,2021-07-01,7,-84,316,0,"midland, mi",43.637562,-84.26796
jesup,ga,July,2021,66.70894103,49.52441344,0.255778894,-0.695238095,1.318181818,2.18,2021-07-01,7,848,560,3,"jesup, ga",31.604326,-81.88706
hartford,ct,July,2021,78.31325301,77.29866836,0.238688977,-0.369565217,0.489361702,2.18,2021-07-01,7,21,210,0,"hartford, ct",41.7636,-72.6855
baltimore,md,July,2021,62.84083703,19.08687381,-0.0501981,-0.160493827,0.032258065,2.18,2021-07-01,7,-620,1025,3,"baltimore, md",39.17185,-76.648287
tampa,fl,July,2021,62.84083703,70.51363348,0.115429011,-0.403508772,0.684210526,2.18,2021-07-01,7,223,372,0,"tampa, fl",28.0879,-82.4593
fernley,nv,July,2021,53.96322131,45.08560558,0.160337553,-0.111111111,0.6,2.18,2021-07-01,7,-355,806,3,"fernley, nv",39.601888,-119.235044
mcalester,ok,July,2021,31.83259353,19.78440076,0.160130719,-0.2773109239999999,0.571428571,2.18,2021-07-01,7,-210,1313,1,"mcalester, ok",34.926233,-95.759168
watertown,wi,July,2021,28.66201649,89.15662651,0.097111649,-0.214285714,0.292307692,2.18,2021-07-01,7,-283,539,2,"watertown, wi",43.194722,-88.728889
kingsville,tx,July,2021,4.375396322,22.89156627,0.014452474,-0.158469945,-0.054054054,2.18,2021-07-01,7,-382,1447,1,"kingsville, tx",27.507418,-97.859598
new castle,in,July,2021,2.346227013,64.36271401,1.308698999,2.0133333330000003,-0.104477612,2.18,2021-07-01,7,-1126,1159,2,"new castle, in",39.920765,-85.366322
winchester,va,July,2021,58.14838301,71.59162968,0.039055118,-0.369369369,0.1,2.18,2021-07-01,7,-135,402,0,"winchester, va",39.1581,-78.2313
montgomery,al,July,2021,35.1934052,7.292327203999999,-0.130346024,-0.458064516,1.0,2.18,2021-07-01,7,63,1363,1,"montgomery, al",32.3743,-86.3118
lansing,mi,July,2021,70.7038681,33.86176284,-0.191919192,-0.373737374,0.171428571,2.18,2021-07-01,7,-214,711,3,"lansing, mi",42.7335,-84.6391
junction city,ks,July,2021,24.54026633,4.502219404,0.06998088,-0.28125,0.285714286,2.18,2021-07-01,7,-169,1442,1,"junction city, ks",39.029913,-96.839553
warrensburg,mo,July,2021,53.96322131,48.19277108,-0.0255969029999999,-0.287128713,0.162790698,2.18,2021-07-01,7,-397,755,3,"warrensburg, mo",38.766695,-93.727341
battle creek,mi,July,2021,66.70894103,36.77869372,-0.18,-0.37254902,0.264705882,2.18,2021-07-01,7,-155,731,3,"battle creek, mi",42.3053,-85.1389
knoxville,tn,July,2021,45.97336715,72.66962587,-0.07325684,-0.315315315,0.534883721,2.18,2021-07-01,7,-71,532,2,"knoxville, tn",35.9609,-83.9189
breckenridge,co,July,2021,13.12618897,4.755865568,0.169987923,-0.153846154,0.285714286,2.18,2021-07-01,7,-217,1499,1,"breckenridge, co",39.481667,-106.037778
elkhart,in,July,2021,96.19530755,76.09384908,-0.038476337,-0.573033708,0.4375,2.18,2021-07-01,7,105,94,0,"elkhart, in",41.710083,-85.972949
glenwood springs,co,July,2021,31.83259353,3.994927077,0.305900038,-0.252173913,0.214285714,2.18,2021-07-01,7,-227,1398,1,"glenwood springs, co",39.529607,-107.325188
jacksonville,fl,July,2021,58.14838301,19.27710843,0.115383849,-0.416666667,0.523809524,2.18,2021-07-01,7,26,1070,3,"jacksonville, fl",30.3163,-81.4175
rochester,mn,July,2021,13.12618897,13.76030438,0.011054193,-0.214285714,-0.066666667,2.18,2021-07-01,7,-422,1451,1,"rochester, mn",44.049572,-92.48962
brownsville,tx,July,2021,28.66201649,41.02726696,0.118018229,-0.578947368,1.045454545,2.18,2021-07-01,7,255,1134,1,"brownsville, tx",25.933743,-97.517413
minot,nd,July,2021,50.15852885,7.73620799,-0.021500658,-0.403225806,0.642857143,2.18,2021-07-01,7,-19,1253,1,"minot, nd",48.22914,-101.298476
morehead city,nc,July,2021,16.7406468,87.06404566,0.1688311689999999,-0.5506607929999999,1.382352941,2.18,2021-07-01,7,462,726,2,"morehead city, nc",34.72532,-76.753069
durango,co,July,2021,42.23208624,48.63665187,0.460767947,-0.559322034,1.5,2.18,2021-07-01,7,459,917,2,"durango, co",37.287388,-107.861684
peoria,il,July,2021,50.15852885,14.71147749,-0.20800302,-0.430769231,0.380952381,2.18,2021-07-01,7,-15,1178,3,"peoria, il",40.6854,-89.5953
kerrville,tx,July,2021,58.14838301,36.71528218,0.008080808,-0.573170732,0.592592593,2.18,2021-07-01,7,360,861,3,"kerrville, tx",30.041647,-99.140817
muskogee,ok,July,2021,35.1934052,46.86112873,-0.138481174,0.0,0.484848485,2.18,2021-07-01,7,-634,1023,2,"muskogee, ok",35.730661,-95.375491
anchorage,ak,July,2021,58.14838301,10.52631579,0.199671323,-0.278350515,0.923076923,2.18,2021-07-01,7,-129,1145,3,"anchorage, ak",61.211571,-149.876077
batesville,ar,July,2021,16.7406468,47.93912492,-0.0847166569999999,-0.546666667,1.777777778,2.18,2021-07-01,7,283,1182,2,"batesville, ar",35.782614,-91.63519
canton,il,July,2021,15.02853519,17.94546607,-0.284510011,-0.547826087,0.230769231,2.18,2021-07-01,7,-47,1418,1,"canton, il",40.560137,-90.024151
champaign,il,July,2021,28.66201649,13.69689283,-0.159813292,-0.323076923,0.647058824,2.18,2021-07-01,7,-128,1364,1,"champaign, il",40.111017,-88.240747
sonora,ca,July,2021,39.3785669,44.19784401,0.225293351,-0.327868852,0.119047619,2.18,2021-07-01,7,-407,1006,2,"sonora, ca",37.995692,-120.338498
michigan city,in,July,2021,58.14838301,86.36651871,-0.122875354,-0.278350515,0.31147541,2.18,2021-07-01,7,-147,284,0,"michigan city, in",41.698031,-86.869899
hammond,la,July,2021,31.83259353,45.65630945,0.224944321,-0.505747126,0.7142857140000001,2.18,2021-07-01,7,156,1069,2,"hammond, la",30.51908,-90.487856
jamestown,ny,July,2021,1.5852885230000002,9.384908053,-0.050837989,2.931972789,-0.172413793,2.18,2021-07-01,7,-422,1528,1,"jamestown, ny",42.092845,-79.243989
gallup,nm,July,2021,7.03868104,7.482561826,0.091503268,-0.063829787,-0.041666667,2.18,2021-07-01,7,-330,1511,1,"gallup, nm",35.506475,-108.741352
springfield,il,July,2021,0.126823082,1.141407736,-0.036224659,0.922208281,0.0,2.18,2021-07-01,7,-1,1567,1,"springfield, il",39.80004,-89.649531
norfolk,ne,July,2021,78.31325301,52.37793278,0.090599951,-0.414141414,1.12,2.18,2021-07-01,7,416,390,3,"norfolk, ne",42.032914,-97.422898
athens,ga,July,2021,70.7038681,41.53455929,0.084752405,-0.38,0.022222222,2.18,2021-07-01,7,-285,613,3,"athens, ga",33.976097,-83.363174
new castle,pa,July,2021,23.7159163,38.55421687,0.0110753839999999,-0.6147540979999999,0.571428571,2.18,2021-07-01,7,143,1199,1,"new castle, pa",40.99222,-80.328449
whitewater,wi,July,2021,20.54533925,60.87507926,-0.0154109589999999,-0.4787234039999999,0.117647059,2.18,2021-07-01,7,-203,1033,2,"whitewater, wi",42.827174,-88.742864
rapid city,sd,July,2021,99.17564997,77.17184528,0.044400061,-0.740740741,0.428571429,2.18,2021-07-01,7,265,71,0,"rapid city, sd",44.077041,-103.200259
mcpherson,ks,July,2021,35.1934052,59.92390615,-0.026711185,-0.263157895,0.540540541,2.18,2021-07-01,7,-209,857,2,"mcpherson, ks",38.373732,-97.654989
gaffney,sc,July,2021,70.7038681,93.08814204,0.1941457589999999,-0.5694444439999999,0.807692308,2.18,2021-07-01,7,482,147,0,"gaffney, sc",35.061508,-81.649061
albany,ny,July,2021,24.54026633,33.22764743,0.017123288,-0.333333333,0.205882353,2.18,2021-07-01,7,-337,1254,1,"albany, ny",42.6525,-73.7566
manitowoc,wi,July,2021,62.84083703,89.09321497,-0.082737958,-0.4516129029999999,0.647058824,2.18,2021-07-01,7,238,229,0,"manitowoc, wi",44.097122,-87.682303
tahlequah,ok,July,2021,23.7159163,39.6956246,0.0,-0.347222222,1.045454545,2.18,2021-07-01,7,49,1193,1,"tahlequah, ok",35.909385,-94.97873
des moines,ia,July,2021,13.82371592,6.531388712999999,0.069343066,-0.1,0.25,2.18,2021-07-01,7,-309,1484,1,"des moines, ia",41.6005,-93.6088
anniston,al,July,2021,41.15409004,23.52568167,0.214142762,-0.523809524,1.1875,2.18,2021-07-01,7,228,1181,1,"anniston, al",33.653896,-85.838152
oak harbor,wa,July,2021,70.7038681,34.74952441,0.141656772,-0.287356322,0.5555555560000001,2.18,2021-07-01,7,-89,700,3,"oak harbor, wa",48.315096,-122.637439
shelby,nc,July,2021,50.15852885,78.05960685,0.040506902,-0.4558823529999999,0.109375,2.18,2021-07-01,7,15,418,2,"shelby, nc",35.347075,-81.581573
manhattan,ks,July,2021,45.97336715,14.52124287,0.034482759,-0.472222222,0.45,2.18,2021-07-01,7,54,1221,1,"manhattan, ks",39.193757,-96.585776
wooster,oh,July,2021,74.69879518,94.29296132,0.03117506,-0.3814432989999999,0.297297297,2.18,2021-07-01,7,-14,116,0,"wooster, oh",40.809354,-81.948272
wichita,ks,July,2021,42.23208624,69.81610653,0.083333333,-0.303571429,0.3913043479999999,2.18,2021-07-01,7,-177,617,2,"wichita, ks",37.6898,-97.3415
platteville,wi,July,2021,42.23208624,61.44578313,0.187617261,-0.417910448,1.071428571,2.18,2021-07-01,7,329,727,2,"platteville, wi",42.73932,-90.485406
lumberton,nc,July,2021,22.6379201,64.29930247,0.277838627,-0.51758794,1.068965517,2.18,2021-07-01,7,291,971,2,"lumberton, nc",34.629301,-79.008309
ellensburg,wa,July,2021,78.31325301,12.36525048,0.1214859809999999,-0.317647059,0.35,2.18,2021-07-01,7,-154,926,3,"ellensburg, wa",46.999632,-120.516274
sioux city,ia,July,2021,86.30310717,76.28408370000001,0.043478261,-0.590551181,0.725,2.18,2021-07-01,7,548,157,0,"sioux city, ia",42.497223,-96.40292
waterloo,ia,July,2021,66.70894103,13.63348129,-0.1208791209999999,-0.412844037,0.473684211,2.18,2021-07-01,7,-4,1044,3,"waterloo, ia",42.477784,-92.366099
jacksonville,il,July,2021,0.126823082,0.507292327,0.007698229,0.922208281,-0.181818182,2.18,2021-07-01,7,-9,1571,1,"jacksonville, il",39.729269,-90.236238
redding,ca,July,2021,70.7038681,13.88712746,0.068455709,-0.519379845,0.0,2.18,2021-07-01,7,19,992,3,"redding, ca",40.560493,-122.411627
marshall,mn,July,2021,74.69879518,39.63221306,0.249073388,-0.3617021279999999,1.25,2.18,2021-07-01,7,282,593,3,"marshall, mn",44.448127,-95.779454
santa cruz,ca,July,2021,82.37159163,55.48509829,0.139471285,-0.416666667,0.173913043,2.18,2021-07-01,7,-62,335,0,"santa cruz, ca",36.982946,-122.043612
ardmore,ok,July,2021,5.009511731,13.44324667,-0.203007519,-0.1843575419999999,-0.066666667,2.18,2021-07-01,7,-307,1497,1,"ardmore, ok",34.176681,-97.134157
madison,wi,July,2021,62.84083703,46.48065948,0.029026809,-0.32,0.411764706,2.18,2021-07-01,7,-116,654,3,"madison, wi",43.073,-89.3817
ponca city,ok,July,2021,53.96322131,36.33481294,-0.274225186,-0.485714286,0.954545455,2.18,2021-07-01,7,288,930,3,"ponca city, ok",36.703104,-97.078409
green bay,wi,July,2021,35.1934052,66.58211795,0.079707844,-0.2,0.355555556,2.18,2021-07-01,7,-391,760,2,"green bay, wi",44.485313,-88.016868
bellingham,wa,July,2021,53.96322131,13.57006975,0.249788136,-0.294117647,1.333333333,2.18,2021-07-01,7,-67,1152,3,"bellingham, wa",48.748957,-122.488676
ludington,mi,July,2021,26.506024100000005,82.81547242,0.205422315,-0.302325581,0.583333333,2.18,2021-07-01,7,-81,655,2,"ludington, mi",43.968823,-86.440253
farmington,nm,July,2021,28.66201649,7.926442613,0.0455919979999999,-0.333333333,1.090909091,2.18,2021-07-01,7,-69,1393,1,"farmington, nm",36.706514,-108.199531
marietta,oh,July,2021,35.1934052,67.66011414,0.086363636,-0.288135593,0.319148936,2.18,2021-07-01,7,-255,745,2,"marietta, oh",39.428141,-81.464438
ogden,ut,July,2021,100.0,26.506024100000005,0.082697463,-0.6949152540000001,0.233333333,2.18,2021-07-01,7,-88,438,3,"ogden, ut",41.2443,-112.0072
killeen,tx,July,2021,82.37159163,68.86493342,0.137141353,-0.517241379,0.4651162789999999,2.18,2021-07-01,7,294,234,0,"killeen, tx",31.117,-97.7261
easton,md,July,2021,12.11160431,31.26188966,0.0533018009999999,-0.533333333,0.379310345,2.18,2021-07-01,7,-34,1356,1,"easton, md",38.77682,-76.075775
chattanooga,tn,July,2021,24.54026633,96.00507292,0.234309623,-0.54679803,1.234042553,2.18,2021-07-01,7,437,513,2,"chattanooga, tn",35.0455,-85.3081
cedar rapids,ia,July,2021,78.31325301,12.68230818,-0.016743407,-0.508474576,0.5,2.18,2021-07-01,7,221,915,3,"cedar rapids, ia",41.9743,-91.655382
florence,sc,July,2021,28.66201649,18.96005073,0.08040201,-0.338345865,0.7777777779999999,2.18,2021-07-01,7,-94,1324,1,"florence, sc",34.18375,-79.772786
california,md,July,2021,58.14838301,20.16487001,-0.013702384,-0.285714286,-0.057142857,2.18,2021-07-01,7,-576,1062,3,"california, md",38.300648,-76.531228
celina,oh,July,2021,42.23208624,91.18579581,0.128823529,-0.271028037,0.76,2.18,2021-07-01,7,-40,370,2,"celina, oh",40.546074,-84.570067
ontario,or,July,2021,82.37159163,57.76791376,0.0724491509999999,-0.5,0.076923077,2.18,2021-07-01,7,28,318,0,"ontario, or",44.04156,-116.978268
brunswick,ga,July,2021,45.97336715,28.59860495,-0.100137517,-0.6415094339999999,1.375,2.18,2021-07-01,7,372,1096,1,"brunswick, ga",31.169652,-81.493045
state college,pa,July,2021,28.66201649,60.6214331,0.031592316,-0.207207207,0.583333333,2.18,2021-07-01,7,-314,942,2,"state college, pa",40.792522,-77.852279
albert lea,mn,July,2021,78.31325301,70.76727964,0.03227889,-0.610738255,0.585365854,2.18,2021-07-01,7,594,255,0,"albert lea, mn",43.653678,-93.370672
macomb,il,July,2021,2.219403932,1.965757768,-0.28,-0.191919192,0.090909091,2.18,2021-07-01,7,0,1552,1,"macomb, il",40.461674,-90.678674
beaver dam,wi,July,2021,74.69879518,96.51236525,0.0095164109999999,-0.423076923,0.421052632,2.18,2021-07-01,7,42,104,0,"beaver dam, wi",43.461574,-88.840681
santa fe,nm,July,2021,35.1934052,39.18833228,0.06286155,-0.294117647,0.62962963,2.18,2021-07-01,7,-131,1098,1,"santa fe, nm",35.702472,-105.974818
mount sterling,ky,July,2021,87.31769182,77.55231452,0.708571429,-0.462365591,0.731707317,2.18,2021-07-01,7,179,139,0,"mount sterling, ky",38.054822,-83.938774
wisconsin rapids,wi,July,2021,65.56753329,28.15472416,0.053560918,-0.258426966,0.52,2.18,2021-07-01,7,-193,874,3,"wisconsin rapids, wi",44.375803,-89.806229
york,pa,July,2021,35.1934052,39.31515536,0.054843011,-0.045454545,-0.153846154,2.18,2021-07-01,7,-969,1097,1,"york, pa",39.963539,-76.726887
fort collins,co,July,2021,66.70894103,41.15409004,0.17598133,-0.319148936,0.875,2.18,2021-07-01,7,77,671,3,"fort collins, co",40.581293,-105.103884
logansport,in,July,2021,92.26379201,46.79771718,-0.1987237919999999,-0.536842105,-0.183333333,2.18,2021-07-01,7,-194,329,3,"logansport, in",40.760377,-86.359888
alamogordo,nm,July,2021,35.1934052,21.81357007,0.091943559,-0.358778626,0.47826087,2.18,2021-07-01,7,-116,1262,1,"alamogordo, nm",32.893186,-105.948544
vidalia,ga,July,2021,8.053265694,19.40393152,-0.134020619,-0.4771784229999999,0.941176471,2.18,2021-07-01,7,58,1446,1,"vidalia, ga",32.193408,-82.406724
plymouth,in,July,2021,26.506024100000005,73.05009512,0.131137604,-0.383561644,0.218181818,2.18,2021-07-01,7,-206,797,2,"plymouth, in",41.333897,-86.324087
ames,ia,July,2021,15.02853519,29.67660114,0.061981077,-0.071428571,0.625,2.18,2021-07-01,7,-369,1346,1,"ames, ia",42.029859,-93.639398
visalia,ca,July,2021,70.7038681,69.43563729,0.175438596,-0.456140351,0.235294118,2.18,2021-07-01,7,45,317,0,"visalia, ca",36.311379,-119.306471
amarillo,tx,July,2021,74.69879518,55.16804058,-0.1356783919999999,-0.4594594589999999,0.588235294,2.18,2021-07-01,7,290,398,3,"amarillo, tx",35.203238,-101.842052
tifton,ga,July,2021,26.506024100000005,47.87571338,-0.200080032,-0.387755102,0.7857142859999999,2.18,2021-07-01,7,46,1099,2,"tifton, ga",31.450278,-83.508611
warner robins,ga,July,2021,74.69879518,18.64299302,0.117676768,-0.375,0.230769231,2.18,2021-07-01,7,-146,879,3,"warner robins, ga",32.593365,-83.641578
cedar city,ut,July,2021,74.69879518,26.37920101,0.291041162,-0.473684211,0.48,2.18,2021-07-01,7,196,769,3,"cedar city, ut",37.689544,-113.074513
brownwood,tx,July,2021,20.54533925,29.42295498,0.540785498,-0.3875,0.344827586,2.18,2021-07-01,7,-159,1321,1,"brownwood, tx",31.704658,-98.975164
homosassa springs,fl,July,2021,35.1934052,59.41661382,0.195737277,-0.454545455,0.806451613,2.18,2021-07-01,7,227,862,2,"homosassa springs, fl",28.803333,-82.576111
marion,nc,July,2021,22.6379201,82.75206088,0.051165147,-0.673469388,0.433962264,2.18,2021-07-01,7,284,702,2,"marion, nc",35.681916,-82.017993
durham,nc,July,2021,28.66201649,80.1521877,0.129857253,-0.4133333329999999,0.825,2.18,2021-07-01,7,220,658,2,"durham, nc",35.996725,-78.896613
providence,ri,July,2021,58.14838301,77.42549144,0.1419121119999999,-0.46969697,0.228070175,2.18,2021-07-01,7,103,354,0,"providence, ri",41.8255,-71.4114
sevierville,tn,July,2021,42.23208624,49.01712112,0.45624469,-0.486842105,0.1363636359999999,2.18,2021-07-01,7,-103,910,2,"sevierville, tn",35.845192,-83.538621
cape coral,fl,July,2021,35.1934052,41.34432467,0.1217429709999999,-0.5625,2.214285714,2.18,2021-07-01,7,381,1076,1,"cape coral, fl",26.57746,-81.952243
oneonta,ny,July,2021,9.955611921,10.20925808,0.396293476,-0.477477477,0.19047619,2.18,2021-07-01,7,-53,1487,1,"oneonta, ny",42.462453,-75.049072
crossville,tn,July,2021,45.97336715,63.728598600000005,0.207479964,-0.582417582,0.638888889,2.18,2021-07-01,7,426,648,2,"crossville, tn",35.944041,-85.017171
salem,oh,July,2021,20.54533925,68.9917565,-0.048960902,-0.203252033,0.188679245,2.18,2021-07-01,7,-528,940,2,"salem, oh",40.900024,-80.861883
adrian,mi,July,2021,53.96322131,71.14774889,-0.0414792629999999,-0.3739130429999999,-0.015151515,2.18,2021-07-01,7,-178,447,2,"adrian, mi",41.900516,-84.044556
madison,in,July,2021,0.634115409,7.228915662999999,-0.01370614,1.339892665,0.0,2.18,2021-07-01,7,-51,1540,1,"madison, in",38.764866,-85.407019
boone,nc,July,2021,31.83259353,60.93849081,0.118946874,-0.6126126129999999,0.357142857,2.18,2021-07-01,7,153,886,2,"boone, nc",36.214237,-81.666025
el dorado,ar,July,2021,15.02853519,9.82878884,0.086653664,-0.3375796179999999,1.272727273,2.18,2021-07-01,7,-26,1463,1,"el dorado, ar",33.20735,-92.662856
georgetown,sc,July,2021,3.107165504,59.16296766,0.024534161,-0.395189003,1.434782609,2.18,2021-07-01,7,250,1200,2,"georgetown, sc",33.430776,-79.323459
morgan city,la,July,2021,5.009511731,2.9169308810000003,0.1402684559999999,-0.42745098,0.875,2.18,2021-07-01,7,6,1538,1,"morgan city, la",29.723937,-91.116497
el campo,tx,July,2021,26.506024100000005,4.438807863,0.013065884,-0.545454545,0.636363636,2.18,2021-07-01,7,75,1433,1,"el campo, tx",29.200776,-96.274266
duncan,ok,July,2021,24.54026633,21.75015853,0.0,-0.50802139,0.7,2.18,2021-07-01,7,73,1332,1,"duncan, ok",34.507277,-97.940322
alma,mi,July,2021,35.1934052,72.98668358,0.1833512739999999,-0.192307692,0.1166666669999999,2.18,2021-07-01,7,-444,668,2,"alma, mi",43.380877,-84.663484
decatur,il,July,2021,0.0,1.5852885230000002,-0.091405184,0.7877877879999999,0.375,2.18,2021-07-01,7,3,1566,1,"decatur, il",39.827137,-88.925984
union city,tn,July,2021,74.69879518,88.58592264,0.197724992,-0.778597786,1.27027027,2.18,2021-07-01,7,1048,151,0,"union city, tn",36.426311,-89.066662
mount airy,nc,July,2021,45.97336715,93.65884591,0.111871658,-0.191489362,0.666666667,2.18,2021-07-01,7,-181,321,2,"mount airy, nc",36.500739,-80.611871
mayfield,ky,July,2021,18.4527584,47.81230184,0.019690577,-0.270072993,0.470588235,2.18,2021-07-01,7,-244,1166,2,"mayfield, ky",36.732686,-88.650637
mount pleasant,mi,July,2021,58.14838301,56.62650602,0.027777778,-0.47761194,0.71875,2.18,2021-07-01,7,373,582,2,"mount pleasant, mi",43.6025,-84.7752
las vegas,nm,July,2021,2.726696259,37.983513,0.365979381,-0.308550186,0.419354839,2.18,2021-07-01,7,-50,1369,1,"las vegas, nm",35.594862,-105.227162
chico,ca,July,2021,42.23208624,31.89600507,0.100250627,-0.297297297,0.0,2.18,2021-07-01,7,-583,1105,1,"chico, ca",39.756466,-121.851806
tupelo,ms,July,2021,18.4527584,54.28027901,0.159534884,-0.583333333,0.928571429,2.18,2021-07-01,7,235,1115,2,"tupelo, ms",34.253834,-88.720853
wilmington,oh,July,2021,96.70259987,95.8148383,-0.296846011,-0.5555555560000001,-0.133333333,2.18,2021-07-01,7,6,13,0,"wilmington, oh",39.448788,-83.841653
dunn,nc,July,2021,62.84083703,60.43119848,0.003474293,-0.46875,0.838709677,2.18,2021-07-01,7,449,478,0,"dunn, nc",35.316511,-78.615079
portland,me,July,2021,87.31769182,89.34686113,0.1062978219999999,-0.5145631070000001,0.333333333,2.18,2021-07-01,7,122,69,0,"portland, me",43.660564,-70.258864
montrose,co,July,2021,45.97336715,35.06658212,0.3924050629999999,-0.496688742,0.75,2.18,2021-07-01,7,192,1040,3,"montrose, co",38.46783,-107.875182
cape girardeau,mo,July,2021,28.66201649,26.06214331,0.162325581,-0.494252874,1.176470588,2.18,2021-07-01,7,129,1283,1,"cape girardeau, mo",37.31685,-89.545861
billings,mt,July,2021,89.22003805,87.00063412,0.176522507,-0.384615385,0.975609756,2.18,2021-07-01,7,137,72,0,"billings, mt",45.774489,-108.500452
monroe,mi,July,2021,66.70894103,78.69372226,0.074381978,-0.280898876,0.014285714,2.18,2021-07-01,7,-202,276,0,"monroe, mi",41.92751,-83.404848
milledgeville,ga,July,2021,35.1934052,28.91566265,0.18852459,-0.294117647,0.625,2.18,2021-07-01,7,-147,1185,1,"milledgeville, ga",33.0769,-83.3032
midland,tx,July,2021,39.3785669,4.24857324,-0.036355672,-0.163265306,0.214285714,2.18,2021-07-01,7,-341,1355,1,"midland, tx",31.989636,-102.06261
savannah,ga,July,2021,50.15852885,44.38807863,-0.02490249,-0.509933775,1.043478261,2.18,2021-07-01,7,391,863,3,"savannah, ga",32.067631,-81.102394
forest city,nc,July,2021,62.84083703,86.17628408,-0.057006797,-0.701754386,0.509433962,2.18,2021-07-01,7,630,256,0,"forest city, nc",35.301753,-81.864247
statesboro,ga,July,2021,53.96322131,30.94483196,0.136178309,-0.513513514,1.5,2.18,2021-07-01,7,357,990,3,"statesboro, ga",32.440841,-81.773956
plattsburgh,ny,July,2021,20.54533925,58.84590996,0.1061426219999999,-0.263157895,0.166666667,2.18,2021-07-01,7,-448,1053,2,"plattsburgh, ny",44.692715,-73.465969
big stone gap,va,July,2021,18.4527584,41.66138237,0.331232769,-0.7118155620000001,1.090909091,2.18,2021-07-01,7,254,1227,1,"big stone gap, va",36.858073,-82.762727
cookeville,tn,July,2021,87.31769182,84.40076094,0.201885626,-0.568965517,0.529411765,2.18,2021-07-01,7,295,102,0,"cookeville, tn",36.174261,-85.49531
the villages,fl,July,2021,28.66201649,83.00570704,0.215753425,-0.307086614,1.814814815,2.18,2021-07-01,7,398,623,2,"the villages, fl",28.9335,-82.0046
